#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  137
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  53
#! SET periodic_psi true
   -3.141592654   -3.141592654  -65.720750983  -50.189414861   16.448418391
   -3.095729987   -3.141592654  -68.000652060  -49.041102072   16.054459504
   -3.049867321   -3.141592654  -70.179273311  -45.641543765   15.855973320
   -3.004004654   -3.141592654  -72.155903477  -40.439608682   15.856387059
   -2.958141988   -3.141592654  -73.881341409  -34.978956191   15.969579665
   -2.912279321   -3.141592654  -75.377938024  -30.515458256   16.127643294
   -2.866416655   -3.141592654  -76.691372053  -27.013638169   16.336457488
   -2.820553988   -3.141592654  -77.845715107  -23.296989249   16.628325933
   -2.774691322   -3.141592654  -78.809381334  -18.679038475   16.992415027
   -2.728828655   -3.141592654  -79.537989332  -13.134087817   17.375447491
   -2.682965989   -3.141592654  -80.004352416   -7.382422404   17.698139412
   -2.637103322   -3.141592654  -80.219737972   -2.326708604   17.896780390
   -2.591240656   -3.141592654  -80.231804034    1.447804140   17.953746903
   -2.545377989   -3.141592654  -80.102842491    3.781086581   17.947133479
   -2.499515323   -3.141592654  -79.886176747    5.443619372   18.001923434
   -2.453652656   -3.141592654  -79.587912191    7.534478960   18.256642185
   -2.407789990   -3.141592654  -79.169150851   10.751313982   18.734475194
   -2.361927324   -3.141592654  -78.587583663   14.360922157   19.322902262
   -2.316064657   -3.141592654  -77.863375356   16.700445135   19.866265197
   -2.270201991   -3.141592654  -77.089340684   16.298029721   20.263881880
   -2.224339324   -3.141592654  -76.392150777   13.686223389   20.536531213
   -2.178476658   -3.141592654  -75.828340639   10.903158899   20.752677455
   -2.132613991   -3.141592654  -75.350181043   10.099221267   20.961182852
   -2.086751325   -3.141592654  -74.851805442   11.785955532   21.214636918
   -2.040888658   -3.141592654  -74.246679803   14.346964831   21.577450163
   -1.995025992   -3.141592654  -73.542619773   15.850210085   22.133361128
   -1.949163325   -3.141592654  -72.811964058   15.499893719   22.869387014
   -1.903300659   -3.141592654  -72.132480047   13.801685123   23.613718995
   -1.857437992   -3.141592654  -71.544186429   11.601428550   24.111899352
   -1.811575326   -3.141592654  -71.053498673    9.630933494   24.221444645
   -1.765712659   -3.141592654  -70.642371818    8.216231165   24.063501118
   -1.719849993   -3.141592654  -70.280643994    7.464978807   23.940533265
   -1.673987326   -3.141592654  -69.941285624    7.172818719   24.122313969
   -1.628124660   -3.141592654  -69.617338132    6.718016954   24.673846402
   -1.582261993   -3.141592654  -69.324623290    5.784334295   25.447202908
   -1.536399327   -3.141592654  -69.072135922    5.164983575   26.278138000
   -1.490536660   -3.141592654  -68.814729550    6.239470163   27.085984241
   -1.444673994   -3.141592654  -68.458170999    9.483813543   27.906207840
   -1.398811328   -3.141592654  -67.921907232   13.718669801   28.830336273
   -1.352948661   -3.141592654  -67.204877474   17.110869498   29.965785607
   -1.307085995   -3.141592654  -66.368073452   19.010263830   31.401233931
   -1.261223328   -3.141592654  -65.455897861   20.712388843   33.174801277
   -1.215360662   -3.141592654  -64.432540700   24.106777518   35.227503611
   -1.169497995   -3.141592654  -63.203962001   29.524988586   37.376010083
   -1.123635329   -3.141592654  -61.710704263   35.182704785   39.382283130
   -1.077772662   -3.141592654  -59.999010125   38.793047069   41.080027147
   -1.031909996   -3.141592654  -58.185462984   39.735822340   42.482793016
   -0.986047329   -3.141592654  -56.351932863   40.312590150   43.790876478
   -0.940184663   -3.141592654  -54.429166019   44.149001191   45.298539428
   -0.894321996   -3.141592654  -52.198942957   53.845441823   47.234633740
   -0.848459330   -3.141592654  -49.400462243   68.515586047   49.641719001
   -0.802596663   -3.141592654  -45.895311013   83.819981066   52.363932858
   -0.756733997   -3.141592654  -41.776138142   94.457128056   55.094087094
