   3.9470862593   -0.4425805762    1.6467153793
   5.2815439132    1.4426647591   -0.1719379687
   4.6150222274    2.1950122162   -0.1719379687
   3.9470862593   -0.4425805762   -1.9905913166
   2.2402741749   -0.3760399490    1.9348352798
   1.7152741749    0.5332867250   -1.9838180681
   2.2402741749   -0.3760399490   -2.2651647202
   2.1866322834   -1.7005603990    1.8358984013
   3.2366322834   -1.7005603990    1.5545517492
   2.7116322834   -2.6098870730    1.5545517492
   3.2366322834   -1.7005603990   -2.0827549467
   2.7116322834   -2.6098870730   -2.0827549467
   2.1866322834   -1.7005603990   -2.3641015987
   0.9733240789   -2.1934928247    1.8713595841
   0.4483240789   -3.1028194987    1.5900129320
   1.4983240789   -3.1028194987    1.5900129320
   0.7145027218   -3.9936349039    0.8213595841
   1.7288199831   -3.8477980985    0.8213595841
   0.2286538161   -4.1570269344   -0.2286404159
   1.2264511074   -4.2781814603   -0.2286404159
   2.1662600470   -3.9217589431   -0.2286404159
   0.7145027218   -3.9936349039   -1.2786404159
   1.7288199831   -3.8477980985   -1.2786404159
  -0.0766759211   -2.1934928247   -2.0472937639
   0.4483240789   -3.1028194987   -2.0472937639
   1.4983240789   -3.1028194987   -2.0472937639
   0.9733240789   -2.1934928247   -2.3286404159
   0.1900435072   -1.1069363716    2.0029361257
   1.2400435072   -1.1069363716    1.7215894737
  -0.3349564928   -0.1976096976    1.7215894737
  -0.3349564928   -2.0162630456    1.7215894737
  -0.3349564928   -0.1976096976   -1.9157172222
  -0.3349564928   -2.0162630456   -1.9157172222
   0.1900435072   -1.1069363716   -2.1970638743
   0.9236318826    0.0337596039    2.0459198660
  -0.1263681174    0.0337596039    1.7645732140
   1.4486318826   -0.8755670701    1.7645732140
   1.4486318826    0.9430862779   -1.8727334819
  -0.1263681174    0.0337596039   -1.8727334819
   0.9236318826    0.0337596039   -2.1540801340
   0.3420773352    1.3357807311    2.1822235401
   1.3920773352    1.3357807311    1.9008768880
  -0.1829226648    2.2451074051    1.9008768880
  -0.1829226648    0.4264540572    1.9008768880
   1.3920773352    1.3357807311   -1.7364298079
  -0.1829226648    2.2451074051   -1.7364298079
   0.3420773352    1.3357807311   -2.0177764599
   0.9460873596    2.3739047256    2.0859056565
   1.9260873596    2.3739047256    1.8233154479
   1.4360873596    3.2226096213    1.8233154479
   0.4560873596    3.2226096213    1.8233154479
   2.3193207273    3.3716171681    1.1059056565
   1.4706158316    3.9882373686    1.1059056565
   0.4215588876    3.9882373686    1.1059056565
   2.6434971510    3.3539047256    0.1259056565
   1.9260873596    4.0713145170    0.1259056565
   0.9460873596    4.3339047256    0.1259056565
   2.3193207273    3.3716171681   -0.8540943435
   1.4706158316    3.9882373686   -0.8540943435
   0.4215588876    3.9882373686   -0.8540943435
   1.9260873596    2.3739047256   -1.5715041350
   1.4360873596    3.2226096213   -1.5715041350
